date,product,category,region,units_sold,sales,cost,promo_flag
2021-01-13,Soap,Beauty,West,8,226.23,146.71,0
2021-01-13,Soap,Personal Care,East,2,22.08,16.26,0
2021-01-13,Facewash,Personal Care,North,13,87.04,48.37,0
2021-01-13,Shampoo,Beauty,East,4,115.98,67.31,0
2021-01-13,Serum,Personal Care,North,3,72.1,46.85,0
2021-01-13,Shampoo,Beauty,East,12,381.25,258.72,0
2021-01-13,Toothpaste,Personal Care,East,9,160.26,112.75,0
2021-01-13,Toothpaste,Health,North,10,358.4,227.59,0
2021-01-13,Lotion,Personal Care,East,7,191.39,114.85,1
2021-01-13,Conditioner,Beauty,West,4,124.7,86.62,0
2021-01-13,Conditioner,Personal Care,South,10,136.22,86.71,0
2021-01-13,Facewash,Personal Care,West,12,268.01,200.18,1
2021-01-13,Toothpaste,Personal Care,South,13,336.57,210.12,0
2021-01-13,Conditioner,Health,West,1,8.73,6.32,0
2021-01-13,Serum,Personal Care,West,7,277.38,175.41,0
2021-01-13,Shampoo,Personal Care,West,12,111.12,64.84,0
2021-01-13,Toothpaste,Health,West,2,24.91,19.16,0
2021-01-13,Serum,Personal Care,South,14,555.94,335.37,0
2021-01-13,Facewash,Beauty,East,8,187.81,149.11,0
2021-01-13,Facewash,Beauty,North,4,25.27,14.39,1
2021-01-13,Lotion,Personal Care,South,8,219.25,174.27,0
2021-01-13,Serum,Personal Care,East,12,467.69,358.27,0
2021-01-13,Toothpaste,Beauty,East,8,58.82,32.77,0
2021-01-13,Shampoo,Beauty,South,8,287.65,203.75,1
2021-01-13,Shampoo,Beauty,East,14,155.47,104.49,1
2021-01-13,Shampoo,Personal Care,East,8,46.2,36.86,0
2021-01-13,Shampoo,Beauty,North,4,60.69,47.17,0
2021-01-13,Soap,Health,West,11,193.51,108.99,1
2021-01-13,Toothpaste,Health,North,8,101.24,58.74,0
2021-01-14,Soap,Health,West,1,36.27,26.42,0
2021-01-14,Serum,Personal Care,North,2,33.31,24.56,0
2021-01-14,Toothpaste,Health,South,10,258.36,171.18,0
2021-01-14,Toothpaste,Personal Care,West,11,72.25,56.09,0
2021-01-14,Facewash,Beauty,East,10,200.15,139.49,0
2021-01-14,Shampoo,Beauty,North,14,486.56,387.07,0
2021-01-14,Toothpaste,Beauty,South,7,66.64,37.47,0
2021-01-14,Lotion,Beauty,South,3,87.26,48.66,0
2021-01-14,Soap,Personal Care,East,7,217.29,140.8,0
2021-01-14,Lotion,Beauty,South,4,72.72,46.7,0
2021-01-14,Soap,Personal Care,South,5,180.39,135.05,0
2021-01-14,Conditioner,Health,East,13,178.55,121.05,0
2021-01-14,Serum,Personal Care,South,7,265.36,159.81,0
2021-01-14,Soap,Health,South,10,145.82,110.02,0
2021-01-14,Serum,Health,South,2,62.16,38.28,0
2021-01-14,Conditioner,Personal Care,East,1,11.18,8.28,0
2021-01-14,Serum,Beauty,West,9,79.65,44.72,0
2021-01-14,Facewash,Health,North,9,284.27,178.43,0
2021-01-14,Toothpaste,Beauty,East,1,39.37,26.98,0
2021-01-14,Serum,Beauty,South,14,102.16,58.21,1
2021-01-14,Soap,Beauty,South,8,267.61,187.97,0
2021-01-15,Toothpaste,Health,North,3,97.32,71.52,1
2021-01-15,Lotion,Beauty,North,8,240.2,146.07,0
2021-01-15,Soap,Health,East,11,368.14,203.11,0
2021-01-15,Serum,Health,South,13,160.29,114.87,0
2021-01-15,Soap,Beauty,South,2,49.75,27.54,0
2021-01-15,Lotion,Beauty,East,8,115.64,78.95,0
2021-01-15,Soap,Beauty,West,9,347.69,212.35,0
2021-01-15,Lotion,Beauty,East,4,74.35,53.12,0
2021-01-15,Lotion,Health,North,11,95.56,59.54,0
2021-01-15,Serum,Beauty,South,6,70.17,50.68,0
2021-01-15,Lotion,Beauty,North,8,56.95,40.4,0
2021-01-15,Lotion,Beauty,South,12,75.29,52.35,0
2021-01-15,Serum,Personal Care,West,1,33.08,18.59,0
2021-01-15,Conditioner,Personal Care,South,11,396.37,295.33,0
2021-01-15,Facewash,Health,South,14,124.5,89.03,0
2021-01-15,Conditioner,Beauty,West,10,388.28,292.15,0
2021-01-15,Serum,Personal Care,North,7,113.98,79.05,0
2021-01-15,Toothpaste,Personal Care,South,11,420.65,247.26,0
2021-01-15,Shampoo,Personal Care,East,11,134.36,78.56,0
2021-01-15,Toothpaste,Health,West,7,233.59,185.33,0
2021-01-15,Shampoo,Personal Care,West,14,219.62,151.8,0
2021-01-15,Soap,Personal Care,East,8,213.89,151.89,0
2021-01-15,Soap,Health,East,13,338.96,241.57,1
2021-01-15,Soap,Health,North,1,36.93,23.43,0
2021-01-15,Conditioner,Beauty,East,13,327.26,202.07,0
2021-01-15,Conditioner,Personal Care,East,7,60.45,40.85,0
2021-01-15,Conditioner,Personal Care,South,8,256.18,148.15,0
2021-01-15,Facewash,Beauty,West,9,238.65,141.31,0
2021-01-15,Lotion,Beauty,South,5,123.07,83.63,0
2021-01-15,Lotion,Health,North,3,49.32,37.75,0
2021-01-15,Soap,Health,West,9,85.96,58.07,0
2021-01-15,Conditioner,Personal Care,North,9,66.45,41.29,0
2021-01-15,Lotion,Beauty,North,9,64.8,46.82,0
2021-01-15,Lotion,Personal Care,North,1,18.24,13.49,0
2021-01-15,Lotion,Health,South,5,124.54,93.97,0
2021-01-15,Toothpaste,Personal Care,North,14,294.86,205.27,1
2021-01-15,Facewash,Beauty,East,10,254.62,188.79,0
2021-01-15,Conditioner,Beauty,East,1,38.44,22.89,0
2021-01-15,Soap,Health,East,5,140.87,88.8,0
2021-01-15,Soap,Personal Care,South,10,307.4,175.69,0
2021-01-15,Soap,Health,West,4,30.36,20.35,0
2021-01-16,Lotion,Health,South,12,161.05,101.54,0
2021-01-16,Serum,Personal Care,South,1,5.39,4.19,1
2021-01-16,Serum,Health,North,8,205.11,132.38,0
2021-01-16,Lotion,Beauty,West,12,342.78,205.36,1
2021-01-16,Toothpaste,Beauty,South,1,37.01,23.19,1
2021-01-16,Conditioner,Beauty,East,14,452.38,313.46,0
2021-01-16,Conditioner,Beauty,West,5,51.13,39.85,0
2021-01-16,Shampoo,Personal Care,West,3,36.14,26.8,0
2021-01-16,Serum,Health,North,1,19.71,11.39,0
2021-01-16,Serum,Beauty,East,2,73.93,51.21,1
2021-01-16,Toothpaste,Health,East,12,193.51,117.72,0
2021-01-16,Conditioner,Beauty,South,8,255.95,144.72,0
2021-01-16,Lotion,Health,West,9,327.81,242.17,0
2021-01-16,Facewash,Beauty,South,13,315.55,213.13,0
2021-01-16,Toothpaste,Health,East,4,150.87,92.42,1
2021-01-16,Serum,Beauty,East,6,63.62,42.98,0
2021-01-16,Serum,Beauty,South,14,398.9,266.78,1
2021-01-16,Facewash,Beauty,North,2,63.55,44.55,0
2021-01-16,Conditioner,Beauty,North,3,64.53,46.82,0
2021-01-16,Soap,Health,West,7,85.73,63.19,0
2021-01-16,Conditioner,Health,East,8,245.16,149.61,0
2021-01-16,Lotion,Beauty,West,10,116.33,71.81,0
2021-01-16,Shampoo,Health,North,10,345.56,264.45,0
2021-01-16,Facewash,Health,East,1,30.37,23.13,0
2021-01-16,Shampoo,Health,South,8,213.12,158.23,1
2021-01-16,Shampoo,Personal Care,East,12,367.44,220.85,0
2021-01-16,Conditioner,Personal Care,West,10,212.22,137.76,0
2021-01-16,Conditioner,Beauty,East,13,237.39,160.18,1
2021-01-16,Toothpaste,Beauty,East,11,132.9,73.25,0
2021-01-16,Facewash,Personal Care,North,3,113.42,70.26,0
2021-01-16,Toothpaste,Personal Care,North,10,341.65,188.87,0
2021-01-16,Conditioner,Health,North,3,109.28,87.24,0
2021-01-16,Facewash,Beauty,West,2,21.09,15.87,1
2021-01-16,Lotion,Beauty,East,5,102.37,81.37,0
2021-01-16,Lotion,Personal Care,North,12,403.3,282.77,1
2021-01-16,Lotion,Health,South,6,225.77,132.67,0
2021-01-16,Facewash,Health,North,8,126.04,83.24,0
2021-01-16,Toothpaste,Health,East,1,10.06,7.37,1
2021-01-16,Facewash,Beauty,West,6,169.49,132.78,0
2021-01-17,Soap,Beauty,West,12,386.0,269.36,0
2021-01-17,Facewash,Health,South,9,265.93,212.04,0
2021-01-17,Shampoo,Personal Care,North,5,143.35,92.68,0
2021-01-17,Conditioner,Personal Care,South,6,192.62,138.15,0
2021-01-17,Serum,Personal Care,West,13,323.13,235.84,0
2021-01-17,Toothpaste,Beauty,East,13,411.04,227.58,0
2021-01-17,Toothpaste,Personal Care,East,5,133.25,100.58,0
2021-01-17,Toothpaste,Personal Care,East,14,221.7,162.36,0
2021-01-17,Lotion,Beauty,South,6,157.37,90.35,0
2021-01-17,Soap,Personal Care,East,9,162.89,107.41,0
2021-01-17,Shampoo,Health,West,10,123.83,93.98,0
2021-01-17,Shampoo,Beauty,East,14,415.78,327.92,0
2021-01-17,Shampoo,Health,East,4,141.11,107.56,0
2021-01-17,Lotion,Beauty,West,1,28.91,17.02,0
2021-01-17,Shampoo,Beauty,South,4,55.02,43.12,0
2021-01-17,Facewash,Personal Care,West,12,332.33,257.94,0
2021-01-17,Lotion,Personal Care,East,5,54.8,41.95,0
2021-01-17,Shampoo,Health,South,14,245.47,155.29,0
2021-01-17,Serum,Health,South,3,30.18,23.93,1
2021-01-17,Facewash,Beauty,West,10,180.29,119.97,0
2021-01-17,Toothpaste,Personal Care,East,10,259.72,206.6,1
2021-01-17,Serum,Beauty,East,13,94.68,64.3,0
2021-01-17,Facewash,Health,South,3,50.2,34.13,0
2021-01-17,Shampoo,Health,South,2,26.01,19.08,0
2021-01-17,Facewash,Personal Care,East,2,13.09,9.18,0
2021-01-17,Lotion,Beauty,East,2,58.6,45.34,0
2021-01-17,Conditioner,Personal Care,West,3,28.64,18.56,0
2021-01-17,Facewash,Beauty,North,12,467.29,286.42,0
2021-01-17,Shampoo,Personal Care,West,5,71.21,42.22,0
2021-01-17,Lotion,Personal Care,South,4,76.19,44.5,0
2021-01-17,Shampoo,Health,East,3,32.74,20.59,1
2021-01-17,Facewash,Health,South,10,363.11,268.3,0
2021-01-17,Shampoo,Health,South,1,38.57,29.69,0
2021-01-17,Shampoo,Health,East,8,242.78,187.29,0
2021-01-17,Lotion,Health,North,9,242.85,175.74,0
2021-01-17,Facewash,Health,West,7,162.08,104.45,0
2021-01-17,Serum,Beauty,South,2,12.43,9.43,0
2021-01-17,Conditioner,Personal Care,East,2,76.99,54.04,0
2021-01-17,Soap,Personal Care,North,9,52.65,34.81,0
2021-01-18,Conditioner,Beauty,South,3,91.32,54.42,0
2021-01-18,Toothpaste,Beauty,South,6,125.75,81.94,0
2021-01-18,Lotion,Personal Care,South,7,57.06,35.52,1
2021-01-18,Soap,Beauty,South,13,382.97,222.31,1
2021-01-18,Conditioner,Health,West,5,196.36,118.36,0
2021-01-18,Serum,Health,East,10,219.76,175.32,0
2021-01-18,Serum,Beauty,West,8,57.24,36.0,0
2021-01-18,Facewash,Health,West,8,254.27,176.85,0
2021-01-18,Shampoo,Beauty,East,12,171.08,119.52,1
2021-01-18,Toothpaste,Beauty,North,12,364.4,220.56,0
2021-01-18,Soap,Personal Care,North,2,24.6,15.23,0
2021-01-18,Soap,Health,West,13,411.39,256.75,1
2021-01-18,Toothpaste,Personal Care,East,2,40.55,28.85,0
2021-01-18,Soap,Beauty,North,4,146.48,85.67,1
2021-01-18,Soap,Health,South,3,97.61,54.24,0
2021-01-18,Facewash,Beauty,South,11,184.84,132.43,0
2021-01-18,Shampoo,Health,North,7,239.99,169.46,0
2021-01-18,Serum,Personal Care,North,14,163.72,106.46,0
2021-01-18,Soap,Personal Care,South,6,104.95,71.1,0
2021-01-18,Toothpaste,Health,South,7,270.01,183.7,0
2021-01-18,Facewash,Personal Care,West,1,31.57,20.6,1
2021-01-18,Lotion,Health,West,5,88.22,66.89,0
2021-01-18,Shampoo,Health,North,4,120.97,74.47,0
2021-01-18,Conditioner,Personal Care,North,9,178.52,108.3,0
2021-01-18,Toothpaste,Health,West,8,106.8,75.36,0
2021-01-18,Soap,Beauty,North,9,108.14,75.44,0
2021-01-18,Toothpaste,Health,East,8,73.0,53.54,0
2021-01-18,Toothpaste,Beauty,West,5,170.82,134.25,0
2021-01-18,Conditioner,Personal Care,South,13,306.42,234.38,0
2021-01-18,Soap,Beauty,South,4,22.57,15.56,0
2021-01-18,Shampoo,Beauty,West,7,189.26,143.55,0
2021-01-18,Toothpaste,Health,North,6,152.82,96.24,0
2021-01-18,Serum,Beauty,East,2,43.02,28.0,1
2021-01-18,Facewash,Beauty,South,6,149.42,104.36,0
2021-01-18,Lotion,Personal Care,North,3,41.74,33.18,0
2021-01-18,Soap,Beauty,East,7,73.52,56.85,0
2021-01-18,Serum,Beauty,South,8,67.28,53.39,0
2021-01-18,Lotion,Personal Care,East,12,61.15,34.94,0
2021-01-18,Conditioner,Personal Care,East,9,126.39,77.23,0
2021-01-18,Lotion,Personal Care,East,6,121.49,88.87,0
2021-01-18,Facewash,Health,South,10,192.09,145.21,0
2021-01-18,Facewash,Beauty,East,1,23.69,14.8,0
2021-01-18,Toothpaste,Health,South,8,131.39,72.28,0
2021-01-18,Facewash,Health,West,5,172.43,98.8,0
2021-01-18,Conditioner,Personal Care,South,4,76.79,47.11,0
2021-01-18,Serum,Health,North,7,269.48,198.13,0
2021-01-18,Soap,Beauty,East,9,310.56,218.82,0
2021-01-18,Soap,Beauty,North,4,118.45,65.65,0
2021-01-18,Facewash,Beauty,North,5,73.97,52.28,0
2021-01-18,Shampoo,Beauty,West,13,245.69,182.2,0
2021-01-19,Shampoo,Personal Care,West,10,391.38,281.97,0
2021-01-19,Lotion,Health,West,3,48.44,27.07,0
2021-01-19,Serum,Health,West,14,118.33,70.85,0
2021-01-19,Shampoo,Personal Care,East,9,184.53,119.95,0
2021-01-19,Soap,Beauty,West,7,188.34,113.21,0
2021-01-19,Conditioner,Personal Care,East,12,292.97,185.81,0
2021-01-19,Shampoo,Beauty,South,5,126.76,83.52,1
2021-01-19,Conditioner,Beauty,West,14,346.03,260.56,0
2021-01-19,Lotion,Beauty,South,2,28.5,22.03,0
2021-01-19,Serum,Beauty,South,9,333.39,261.76,1
2021-01-19,Toothpaste,Personal Care,South,14,526.15,401.25,0
2021-01-19,Facewash,Beauty,West,14,434.45,276.35,0
2021-01-19,Conditioner,Personal Care,South,8,256.57,199.1,0
2021-01-19,Soap,Personal Care,South,4,124.69,87.77,0
2021-01-19,Toothpaste,Health,East,13,235.81,185.82,0
2021-01-19,Soap,Health,North,7,68.84,47.34,0
2021-01-19,Serum,Health,West,3,59.19,45.93,1
2021-01-19,Conditioner,Beauty,West,5,94.37,63.84,0
2021-01-19,Facewash,Personal Care,South,9,233.53,150.28,0
2021-01-19,Toothpaste,Personal Care,South,8,108.28,67.89,1
2021-01-19,Soap,Beauty,East,14,553.09,426.95,1
2021-01-19,Serum,Personal Care,East,10,378.55,239.27,0
2021-01-19,Toothpaste,Health,East,4,117.37,72.15,0
2021-01-19,Lotion,Beauty,North,12,193.9,124.1,0
2021-01-19,Lotion,Beauty,South,1,15.58,9.98,0
2021-01-19,Toothpaste,Health,West,5,76.75,58.21,0
2021-01-19,Shampoo,Health,South,11,98.11,75.14,0
2021-01-19,Shampoo,Beauty,South,8,264.38,178.9,0
2021-01-19,Shampoo,Beauty,West,3,41.19,30.05,0
2021-01-19,Soap,Health,West,13,433.78,301.21,0
2021-01-19,Conditioner,Beauty,North,14,397.33,304.41,1
2021-01-19,Soap,Health,South,11,228.47,169.01,0
2021-01-19,Facewash,Health,North,5,54.51,42.3,0
2021-01-19,Serum,Personal Care,West,9,286.02,210.04,0
2021-01-19,Shampoo,Beauty,West,12,279.47,201.6,0
2021-01-19,Toothpaste,Beauty,West,8,218.92,120.45,0
2021-01-19,Serum,Beauty,East,4,159.62,103.14,0
2021-01-19,Shampoo,Beauty,South,5,33.55,23.94,0
2021-01-19,Serum,Health,West,11,320.62,236.9,0
2021-01-19,Soap,Personal Care,South,1,16.36,12.76,0
2021-01-19,Toothpaste,Personal Care,North,7,90.0,63.81,0
2021-01-19,Soap,Personal Care,East,13,320.33,205.22,0
2021-01-19,Conditioner,Health,South,4,143.0,99.51,0
2021-01-19,Shampoo,Health,West,11,381.56,253.21,0
2021-01-19,Shampoo,Personal Care,West,2,53.63,37.05,0
2021-01-19,Lotion,Personal Care,South,2,64.56,38.64,1
2021-01-19,Soap,Personal Care,North,14,90.62,64.1,1
2021-01-19,Serum,Beauty,South,9,321.73,210.85,0
2021-01-19,Soap,Health,West,8,179.17,101.63,0
2021-01-19,Shampoo,Personal Care,South,10,367.18,258.37,0
2021-01-20,Shampoo,Beauty,East,6,147.63,102.93,0
2021-01-20,Conditioner,Health,West,6,122.53,74.53,0
2021-01-20,Soap,Health,West,3,85.84,54.71,1
2021-01-20,Toothpaste,Beauty,East,11,324.68,213.73,0
2021-01-20,Lotion,Personal Care,East,1,19.15,15.04,1
2021-01-20,Shampoo,Health,West,13,414.94,283.11,1
2021-01-20,Shampoo,Health,South,1,33.25,22.28,0
2021-01-20,Lotion,Health,South,11,391.19,231.36,0
2021-01-20,Soap,Health,North,14,512.55,293.98,0
2021-01-20,Soap,Health,South,11,164.88,124.15,0
2021-01-20,Facewash,Beauty,East,8,280.79,159.13,0
2021-01-20,Toothpaste,Health,South,12,105.67,67.06,0
2021-01-20,Serum,Health,South,13,84.58,62.42,0
2021-01-20,Conditioner,Beauty,West,8,130.82,101.05,0
2021-01-20,Shampoo,Personal Care,West,7,97.85,68.79,0
2021-01-20,Serum,Health,South,14,409.39,324.95,0
2021-01-20,Toothpaste,Health,East,12,308.45,230.56,0
2021-01-20,Conditioner,Beauty,South,1,8.19,4.52,0
2021-01-20,Serum,Health,South,1,8.18,5.9,0
2021-01-20,Soap,Personal Care,North,4,106.25,84.27,0
2021-01-20,Conditioner,Health,West,14,224.28,142.24,0
2021-01-20,Lotion,Beauty,South,3,96.63,58.3,0
2021-01-20,Shampoo,Beauty,West,13,415.48,232.22,0
2021-01-20,Toothpaste,Health,West,12,408.42,279.32,0
2021-01-20,Lotion,Health,West,13,250.74,196.8,1
2021-01-20,Lotion,Beauty,East,1,12.87,7.85,0
2021-01-20,Soap,Personal Care,South,6,62.81,48.76,0
2021-01-20,Toothpaste,Personal Care,East,8,91.86,66.98,0
2021-01-20,Shampoo,Beauty,West,13,512.17,383.7,0
2021-01-20,Lotion,Health,West,1,26.23,17.37,1
2021-01-20,Serum,Beauty,West,3,114.6,65.69,0
2021-01-20,Lotion,Personal Care,East,11,270.87,150.91,0
2021-01-20,Conditioner,Personal Care,South,1,30.81,18.31,1
2021-01-20,Soap,Personal Care,South,13,462.57,361.42,0
2021-01-20,Facewash,Personal Care,East,12,373.63,238.24,0
2021-01-20,Facewash,Personal Care,South,7,130.18,84.93,0
2021-01-20,Serum,Beauty,North,14,205.75,156.78,0
2021-01-20,Facewash,Beauty,East,3,39.72,26.93,0
2021-01-20,Facewash,Health,North,4,125.9,94.08,1
2021-01-20,Conditioner,Personal Care,North,5,62.97,37.99,0
2021-01-20,Lotion,Health,West,7,212.98,149.43,0
2021-01-20,Facewash,Health,South,8,91.94,62.89,0
2021-01-21,Soap,Health,South,5,173.05,138.39,0
2021-01-21,Facewash,Beauty,North,13,141.32,109.58,0
2021-01-21,Soap,Health,East,10,216.91,165.44,0
2021-01-21,Shampoo,Beauty,East,11,240.77,144.5,1
2021-01-21,Soap,Beauty,South,1,11.17,7.64,0
2021-01-21,Lotion,Personal Care,North,1,37.02,29.19,0
2021-01-21,Lotion,Personal Care,East,7,43.06,34.25,0
2021-01-21,Lotion,Beauty,South,11,361.95,230.3,0
2021-01-21,Soap,Health,South,10,58.09,32.31,0
2021-01-21,Facewash,Health,South,7,140.26,104.05,0
2021-01-21,Lotion,Personal Care,East,3,32.85,23.17,0
2021-01-21,Conditioner,Personal Care,East,6,75.25,48.84,0
2021-01-21,Soap,Personal Care,South,11,344.4,231.55,0
2021-01-21,Serum,Health,North,11,82.2,53.32,0
2021-01-21,Shampoo,Personal Care,West,9,262.95,156.84,0
2021-01-21,Serum,Beauty,East,14,365.65,291.24,0
2021-01-21,Serum,Personal Care,West,12,103.86,77.0,0
2021-01-21,Serum,Personal Care,East,6,185.34,145.66,0
2021-01-21,Soap,Health,North,3,23.95,14.8,1
2021-01-21,Conditioner,Beauty,West,1,5.79,3.65,0
2021-01-21,Soap,Health,South,2,63.34,38.97,0
2021-01-21,Soap,Beauty,South,2,48.15,35.65,1
2021-01-21,Soap,Health,East,5,191.12,137.48,0
2021-01-21,Toothpaste,Health,South,1,31.21,19.11,0
2021-01-21,Lotion,Personal Care,North,4,104.97,83.92,0
2021-01-21,Toothpaste,Personal Care,West,8,242.47,190.69,0
2021-01-21,Toothpaste,Personal Care,West,9,329.75,225.74,0
2021-01-22,Lotion,Health,South,13,116.35,68.76,0
2021-01-22,Conditioner,Beauty,South,9,271.94,192.33,0
2021-01-22,Conditioner,Beauty,South,2,68.77,41.76,0
2021-01-22,Serum,Health,South,1,22.17,13.88,0
2021-01-22,Conditioner,Personal Care,West,11,146.52,110.6,0
2021-01-22,Facewash,Personal Care,North,1,20.85,12.04,0
2021-01-22,Soap,Beauty,South,10,332.92,262.62,0
2021-01-22,Facewash,Personal Care,West,11,288.71,168.74,0
2021-01-22,Toothpaste,Personal Care,South,11,378.99,244.03,0
2021-01-22,Shampoo,Personal Care,East,3,102.94,64.96,0
2021-01-22,Conditioner,Health,North,2,63.19,46.96,0
2021-01-22,Facewash,Personal Care,West,2,63.98,35.72,1
2021-01-22,Shampoo,Personal Care,North,3,69.06,42.64,0
2021-01-22,Lotion,Beauty,North,5,142.61,78.54,0
2021-01-22,Soap,Health,South,6,175.42,115.09,0
2021-01-22,Serum,Beauty,North,12,299.39,213.74,0
2021-01-22,Conditioner,Personal Care,South,14,492.92,331.35,0
2021-01-22,Conditioner,Beauty,North,2,30.76,17.67,0
2021-01-22,Toothpaste,Health,North,12,406.93,274.61,0
2021-01-22,Facewash,Personal Care,North,10,165.8,91.38,0
2021-01-22,Soap,Health,West,3,59.81,40.59,0
2021-01-22,Conditioner,Health,North,3,49.66,37.98,0
2021-01-22,Shampoo,Beauty,West,11,154.86,85.7,0
2021-01-22,Conditioner,Personal Care,South,8,117.02,83.4,0
2021-01-22,Lotion,Beauty,North,6,106.35,74.98,0
2021-01-22,Soap,Health,West,9,147.46,98.64,0
2021-01-22,Shampoo,Health,South,4,51.46,38.64,0
2021-01-22,Shampoo,Personal Care,East,9,211.28,160.76,0
2021-01-22,Soap,Health,North,6,148.4,111.01,0
2021-01-22,Toothpaste,Personal Care,East,10,255.04,199.67,0
2021-01-22,Shampoo,Personal Care,East,10,278.38,184.57,0
2021-01-23,Shampoo,Personal Care,East,3,115.02,72.08,1
2021-01-23,Conditioner,Beauty,East,11,140.35,86.63,0
2021-01-23,Soap,Personal Care,West,5,59.38,37.99,0
2021-01-23,Soap,Beauty,East,6,137.15,83.25,1
2021-01-23,Toothpaste,Beauty,West,5,152.05,114.53,0
2021-01-23,Shampoo,Health,West,10,53.21,37.45,0
2021-01-23,Shampoo,Beauty,East,13,263.43,165.36,0
2021-01-23,Serum,Health,South,11,79.85,63.59,0
2021-01-23,Shampoo,Health,East,1,11.11,6.6,0
2021-01-23,Conditioner,Beauty,West,6,171.08,97.31,0
2021-01-23,Facewash,Beauty,North,10,120.57,84.53,0
2021-01-23,Shampoo,Beauty,East,4,44.41,34.72,0
2021-01-23,Conditioner,Health,West,7,94.7,75.76,0
2021-01-23,Serum,Health,North,14,222.18,138.03,0
2021-01-23,Conditioner,Personal Care,West,12,298.69,188.32,0
2021-01-23,Shampoo,Health,South,7,226.48,137.49,0
2021-01-23,Conditioner,Health,West,12,152.09,102.28,0
2021-01-23,Conditioner,Health,East,12,381.86,216.55,0
2021-01-23,Conditioner,Beauty,East,3,95.88,72.56,1
2021-01-23,Serum,Beauty,South,11,231.63,156.96,0
2021-01-23,Toothpaste,Health,East,5,50.88,29.33,0
2021-01-23,Soap,Health,West,13,117.86,76.44,1
2021-01-23,Toothpaste,Beauty,South,14,426.12,268.79,0
2021-01-23,Soap,Health,North,11,216.76,124.91,0
2021-01-23,Soap,Beauty,South,10,305.57,243.6,0
2021-01-24,Facewash,Beauty,North,5,25.59,17.39,1
2021-01-24,Facewash,Personal Care,West,4,69.72,39.04,0
2021-01-24,Shampoo,Personal Care,North,9,172.51,107.66,0
2021-01-24,Shampoo,Health,North,13,135.35,96.42,0
2021-01-24,Facewash,Beauty,South,5,65.97,45.35,0
2021-01-24,Facewash,Health,North,1,34.81,24.8,0
2021-01-24,Shampoo,Personal Care,North,10,171.23,103.16,0
2021-01-24,Facewash,Beauty,West,1,24.54,15.34,0
2021-01-24,Toothpaste,Personal Care,East,12,458.03,340.42,0
2021-01-24,Soap,Health,East,6,158.54,122.08,0
2021-01-24,Serum,Personal Care,North,13,440.13,287.24,0
2021-01-24,Lotion,Beauty,North,12,388.97,283.74,0
2021-01-24,Serum,Health,East,1,26.21,19.91,1
2021-01-24,Facewash,Health,South,9,258.63,181.01,0
2021-01-24,Serum,Personal Care,West,13,220.07,146.04,0
2021-01-24,Serum,Health,West,9,70.94,51.88,0
2021-01-24,Conditioner,Personal Care,East,4,113.23,70.72,1
2021-01-24,Serum,Beauty,East,8,57.38,43.83,0
2021-01-24,Serum,Beauty,South,8,179.43,108.58,0
2021-01-24,Toothpaste,Health,East,6,89.87,55.7,0
2021-01-24,Lotion,Beauty,South,7,270.23,156.34,0
2021-01-24,Lotion,Health,West,14,177.93,115.18,0
2021-01-24,Shampoo,Health,North,3,77.69,48.65,0
2021-01-24,Facewash,Personal Care,South,13,89.57,61.04,1
2021-01-24,Serum,Personal Care,North,12,235.57,168.42,0
2021-01-24,Toothpaste,Beauty,South,12,419.27,300.58,0
2021-01-24,Toothpaste,Health,East,9,318.07,241.7,0
2021-01-24,Toothpaste,Health,West,12,156.93,89.54,0
2021-01-24,Soap,Beauty,East,1,28.58,16.8,1
2021-01-24,Conditioner,Health,North,7,210.52,123.84,0
2021-01-24,Facewash,Personal Care,West,7,44.69,29.24,1
2021-01-24,Shampoo,Beauty,South,2,17.01,11.91,0
2021-01-24,Toothpaste,Personal Care,South,10,97.43,68.32,1
2021-01-24,Serum,Beauty,North,12,361.46,281.69,0
2021-01-24,Toothpaste,Personal Care,West,9,197.6,127.29,0
2021-01-24,Lotion,Personal Care,West,7,260.79,206.37,0
